,id,序号,故障发现（确认）时间,通知省级调度时间（运检中心）,故障开始时间,故障监测确认时间,故障结束时间,单位简称,影响对象,部署类型,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程,整改措施,整改措施是否落实,整改措施佐证材料,故障时长（小时）,故障时长（分钟）,风险事例等级,监控发现方式,有无用户申告,调度联系单,紧急抢修,考核数据,有无停运,早会PPT,简报,周报,早会短信,月份,日期,时刻,是否工作日,是否工作时段,是否提交故障报告,故障报告第一次提交时间,故障报告合格时间,报告提交时长（小时）,报告合格时间（小时）,故障短信,连接,是否按时提交正式报告,中断时间分布,监控发现方式细类,是否办结,是否因业务量大,是否典型
259,661,48.0,,,2017-03-24 15:20:00,,2017-03-24 16:25:00,西北,I6000,二级部署,,,3月24日，15:20-16:25国网信通调度监控发现国网西北分部I6000系统监控异常。期间，所有系统健康运行时长及在线用户数指标中断，URL探测异常。,应用软件,软件设计缺陷原因,软件BUG,根据总部2017年2月10日下发的《关于对部分负载均衡设备进行反措整改的通知》（ICT-2017-26- 运行处-工作联系单）要求，西北分部对F5负载均衡设备版本进行了排查，经排查发现在运F5负载均衡设备版本为10.2.2（build 763.3），与工作联系单中缺陷设备版本情况相符，可能会出现核心进程异常情况导致设备假死。,,,,,1.08333333372138,65.0000000232831,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
260,662,49.0,,,2017-03-25 08:00:00,,2017-03-25 11:50:00,辽宁,云安全,二级部署,,,3月25日08:00-11.50，国网信通调度监控发现国网辽宁公司云安全系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测异常，系统无法正常访问。,应用软件,软件设计缺陷原因,应用节点配置不合理,由于出现循环等待资源的情况导致死锁产生，通过与研发人员确认，现有消息处理流程的版本因存在功能上的缺陷，没有完全规避死锁的问题。按现有查询方法，tomcat查询数据库定时器设定时间过长，有可能造成数据库查询会发生死锁，导致tomcat无响应,,"  1、开启was监控功能。当tomcat发生故障，可以在2分钟内完成自动重启。
    2、修改数据库连接池中的tomcat查询定时器的时间值为2分钟，确保连接发生长时间阻塞时能被强行回收。当数据库有锁时，能及时释放资源，不会影响后面的操作。
    3、在近期检修内完成云安全终端版本升级至AOSTART V2.0
",,,3.83333333517658,230.000000110595,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
261,663,50.0,,,2017-03-28 14:49:00,,2017-03-28 16:45:00,国网信通,信通客服,一级部署,,,3月28日14:49，国网信通调度接7186申告，ICS系统部分录音无法播放。16:45，经运检中心应急处置后，17:58，7186反馈录音播放功能已恢复正常。期间，ICS系统其他业务模块运行正常。,数据库软件,运行维护类原因,代码逻辑缺陷,调听录音的SQL语句执行缓慢，导致用户前台调听录音操作执行超时报错。,,"1、对录音文件进行定期同步、归档操作，定期将历史录音文件进行压缩导出，交于业务运维部门保管；
    2、进行SQL语句优化，对调听录音相关表添加索引，优化已于3月28日16:20完成整改。
",,,1.93333333439659,116.000000063796,,用户申告,,,,,,,有,无,有,3月,,,,,是,,,,,有,link,按时,,,,,
262,664,51.0,,,2017-03-29 04:45:00,,2017-03-29 06:05:00,河南,I6000,二级部署,,,3月29日04:45至06:05，国网信通调度监控发现国网河南电力所有系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测异常，系统均可以正常访问。,网络,设备日常损坏,水晶头及网线,i6000接口服务器网络丢包率偏高，最终定位为网线接头连接问题。,,,,,1.33333333191695,79.9999999150168,,IMS监控,,,,,,,无,无,,3月,,,,,是,,,,,,link,按时,,,,,
263,665,52.0,,,2017-03-29 08:25:00,,2017-03-29 09:44:00,国网信通,直属内网门户,二级部署,,,3月29日08:25，国网信通调度监控发现中电装备、中国电科院、运行分公司、国网国际、经研院、直流分公司6家直属单位门户无法登录，门户网站打开异常。09:44，经运检中心应急处置后，系统恢复正常；09:52，经与用户验证，系统访问恢复正常。,应用软件,运行维护类原因,线程或进程满,直属单位门户应用连接数过大，造成门户应用节点产生大量独占线程，导致门户响应缓慢。重启门户应用服务后，正处业务高峰期，短时间业务量大导致认证目录服务达到性能瓶颈，再次引起登录门户缓慢。,,,,,1.31666666868841,79.0000001213048,二级,IMS监控,,,,,,,有,有,有,3月,,,,,是,,,,,有,link,按时,,,,,
264,666,53.0,,,2017-03-29 09:50:00,,2017-03-29 11:20:00,辽宁,营销稽查,二级部署,,,3月29日09:50-11:20，国网信通调度监控发现国网辽宁公司营销稽查系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统无法正常访问。,数据库软件,运行维护类原因,数据库端数据库连接数满,经查故障原因为用于管理SG-UAP服务中的黑白名单缓存器在并发量高的情况下导致大量缓存器URL地址请求相互等待，使得线程进入阻塞状态。,将服务器粘滞时长由600调整至1200，数据库连接初始容量由1改为5，重启后恢复。,对现有系统进行补丁升级，经过测试后系统稳定运行。,,,1.5,90.0,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
265,667,54.0,,,2017-03-29 21:25:00,,2017-03-29 22:20:00,西藏,生产管理,二级部署,,,3月29日21:25-22:20，国网信通调度监控发现国网西藏公司生产管理系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问。,网络,设备日常损坏,网卡故障,西藏反馈，故障原因是由于小机心跳网卡故障导致orcale 集群bug导致,,,,,0.91666666790843,55.0000000745058,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
266,668,55.0,,,2017-03-30 15:40:00,,2017-03-30 17:30:00,辽宁,营销稽查,二级部署,,,3月30日15:40-17:30，国网信通调度监控发现国网辽宁公司营销稽查系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统无法正常访问。,中间件,运行维护类原因,代码逻辑缺陷,"故障原因初步判断为UAP缓冲存在死循环,并发登录次数过多导致系统线程堵塞，影响系统正常运行。",,,,,1.83333333354676,110.000000012806,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
267,669,56.0,,,2017-03-31 16:35:00,,2017-03-31 17:05:00,华北,通信管理,二级部署,,,3月31日16:35-17:05，国网信通调度监控发现国网华北分部TMS系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问。,操作系统和集群,运行维护类原因,应用节点配置不合理,负载均衡器的配置项“I6000虚拟服务”使用了默认的“自动SNAT”地址集转换策略，该策略会导致负载均衡器使用未分配的虚拟服务地址去连接I6000总线，在没有取得I6000总线响应的情况下就强制关闭连接，造成了I6000总线端的连接无法响应，导致分配给总线的内存空间耗尽，最终使得总线的服务中断。,"16:55 I6000驻场运维人员分析查看运行总线接口日志，发现总线接口异常报错，连接数达到最大值，重启总线服务。17：05总线接口恢复正常后，TMS系统业务系统监控指标恢复正常。17：10 I6000系统监控中主页探测指标全部异常（包含TMS与内网网站的主页探测指标）。运维人员将所有业务系统的监控指标采集报送地址，手工方式应急改成I6000实际地址，不使用负载均衡器转发,并重启TMS与内网网站的健康运行时长和主页探测的接口服务。
","1. 加强负载均衡设备的配置信息检查和优化工作，将当前负载均衡器的配置项“I6000虚拟服务”使用的“自动SNAT”地址集转换策略改为特定SNAT地址集。此特定地址集需指定10.118.80.11为虚拟IP地址。2. 对操作系统端进行优化，设置队列数据包的连接数，提高I6000数据总线接口的健壮性和可靠性，使得对于连接数资源这类资源的使用进行限制性保护措施，避免资源耗尽造成进程异常。3. 加强对运维人员进行负载均衡设备的配置培训，加强巡检的力度，尽早发现系统隐患。
",,,0.500000001629815,30.0000000977889,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
268,670,57.0,,,2017-03-31 17:10:00,,2017-03-31 17:50:00,华北,多套系统,二级部署,,,3月31日17:10-17:50，国网信通调度监控发现国网华北分部TMS、内网网站系统监控状态异常。期间，上述两个系统健康运行时长及在线用户数指标正常，URL探测异常，系统可正常访问。,操作系统和集群,运行维护类原因,应用节点配置不合理,负载均衡器的配置项“I6000虚拟服务”使用了默认的“自动SNAT”地址集转换策略，该策略会导致负载均衡器使用未分配的虚拟服务地址去连接I6000总线，在没有取得I6000总线响应的情况下就强制关闭连接，造成了I6000总线端的连接无法响应，导致分配给总线的内存空间耗尽，最终使得总线的服务中断。,"16:55 I6000驻场运维人员分析查看运行总线接口日志，发现总线接口异常报错，连接数达到最大值，重启总线服务。17：05总线接口恢复正常后，TMS系统业务系统监控指标恢复正常。17：10 I6000系统监控中主页探测指标全部异常（包含TMS与内网网站的主页探测指标）。运维人员将所有业务系统的监控指标采集报送地址，手工方式应急改成I6000实际地址，不使用负载均衡器转发,并重启TMS与内网网站的健康运行时长和主页探测的接口服务。
","1. 加强负载均衡设备的配置信息检查和优化工作，将当前负载均衡器的配置项“I6000虚拟服务”使用的“自动SNAT”地址集转换策略改为特定SNAT地址集。此特定地址集需指定10.118.80.11为虚拟IP地址。2. 对操作系统端进行优化，设置队列数据包的连接数，提高I6000数据总线接口的健壮性和可靠性，使得对于连接数资源这类资源的使用进行限制性保护措施，避免资源耗尽造成进程异常。3. 加强对运维人员进行负载均衡设备的配置培训，加强巡检的力度，尽早发现系统隐患。
",,,0.666666667093523,40.0000000256114,,IMS监控,,,,,,,有,有,,3月,,,,,是,,,,,,link,按时,,,,,
269,671,58.0,,,2017-04-09 11:05:00,,2017-04-09 12:00:00,国网信通,车辆管理,,,,4月9日11:05，总部统一车辆管理系统在线用户数及健康运行时长指标中断，URL探测异常。12:00，经运检中心应急处置后，监控指标恢复正常,数据库软件,运行维护类原因,数据库表空间满,经查，故障原因为数据库配置不合理，导致归档文件未能充分使用磁盘组空间。8日检修后，集中处理检修期间积压业务数据造成归档文件激增，导致归档空间满，数据库实例无法连接。,,,,,0.916666665638331,54.9999999382999,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,无,link,按时,,,,,
270,672,59.0,,,2017-04-11 19:40:00,,2017-04-11 20:30:00,国网人事部,干部管理,二级部署,,,4月11日19:40-20:30，国网信通调度监控发现总部干部管理系统监控状态异常。期间，系统健康运行时长及在线用户数指标正常，URL探测异常，系统访问缓慢。,主机,运行维护类原因,license过期,干部管理信息系统（10.1.17.78） 应用服务在2017年4月11号19:40因网络通讯异常出现异常，经排查发现是由于（10.1.17.78）服务器上tomcat  sotower服务端 license过期导致该服务器上的应用服务异常，未导致（10.1.17.76）服务器上IMS指标异常。,"在对10.1.17.78服务器上tomcat  sotower服务端进行检查时发现 license过期导致该服务器上的应用服务异常，立即向SoTower平台项目组申请license；
20:05申请license放到tomcat\webapps\sotower\WEB-INF
系统恢复正常","1.形成定期检查机制。每天对服务器硬件、数据库、WebLogic、tomcat等定期检查，形成详备的检查记录表。
2.使用永久license。向sotower项目组申请永久license，避免再次出现因license过期导致的服务器应用服务中断。
3.不定期在测试环境进行联调测试，及时发现问题，排查问题。
",,,0.833333335176576,50.0000001105946,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,无,link,按时,,,,,
271,673,60.0,,,2017-04-11 19:30:00,,2017-04-11 21:25:00,河南,云终端,二级部署,,,4月11日19:30-21:25，国网信通调度监控发现国网河南公司云终端系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测异常，系统无法访问。,存储,运行维护类原因,存储空间满,期间，系统健康运行时长及在线用户数指标中断，URL探测异常，系统无法访问。具体原因为云终端基础架构服务器的raid卡故障导致服务器宕机，从而引起系统中断。,,,,,1.91666666645324,114.999999987194,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,无,link,按时,,,,,
272,674,61.0,,,2017-04-14 19:45:00,,2017-04-15 04:35:00,国网信通,I6000,二级部署,,,4月14日19:45，国网信通调度监控发现所有直属单位信息系统健康运行时长及在线用户数指标中断，URL探测异常。15日4:35，经运检中心应急处置后，各系统监控恢复正常,数据库软件,运行维护类原因,数据库缺陷,经查，故障原因为4月上旬EMC存储缺陷导致直属单位I6000系统数据库产生块坏，消缺时未能完全消除数据库坏块，后续系统运行过程中读到坏块，导致数据库集群OCR信息、仲裁磁盘信息、数据文件、控制文件的异常，导致数据库集群和实例宕。,运检中心完成在新数据库上的备份恢复，更换数据源IP信息，重启weblogic服务后，系统恢复正常。,举一反三，对“4.7”EMC存储受影响系统数据库全面排查；进一步完善故障应急处置预案。,,,8.83333333191695,529.999999915017,,IMS监控,,,,,,,有,有,有,4月,,,,,是,,,,,有,link,超时,,,,,
273,675,62.0,,,2017-04-18 14:30:00,,2017-04-18 18:20:00,天津,经济法律,二级部署,,,4月18日14:30-18:20，国网天津公司经济法律系统（二级）监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问。,网络,设备日常损坏,光模块故障,"经分析，此次事件的直接原因为经济法律数据库服务器上联光纤交换机光模块故障（光模块为易耗品，且故障光模块使用年限在3年以上），同时服务器上部署的日立多路径软件进程（DLManager）夯死，因多路径进程夯死，链路切换策略是主备方式（failover）,所以多路径软件无法从主用链路切换至备用链路，以至存储链路中断，导致数据库无法正常连接存储，因此造成天津公司经济法律系统部分监控指标异常。",运检中心运行人员对多路径软件完成修复工作且将光纤交换机的故障模块进行更换。同时通知经济法律系统运维人员进行数据库重启等操作,,,,3.83333333273185,229.999999963911,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,按时,,,,,
274,676,63.0,,,2017-04-18 22:10:00,,2017-04-18 23:25:00,冀北,电能服务,二级部署,,,4月18日22:10-23:25，国网冀北公司电能服务系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问。,操作系统和集群,运行维护类原因,应用节点配置不合理,冀北电能服务管理平台缓存服务进程为单节点模式，部署在接口服务器上，2台应用服务器配置文件中配置了缓存服务器的地址和接口。因缓存服务进程僵死，系统出现会话等待超时，导致电能服务管理平台系统运行数据不能及时送达I6000系统，最终导致I6000系统发生运行告警。, 运维人员查看电能服务管理平台WEB系统日志，发现从应用服务器上查询缓存服务出现空值，判定为缓存服务进程僵死。随后kill -9杀掉缓存服务进程，然后重启缓存服务进程，缓存恢复正常，应用节点2正常启动，系统恢复正常。,"1. 梳理电能服务管理平台系统的架构设计，联系研发单位对系统架构存在问题进行定位，对接口服务与缓存服务进行拆分，将缓存服务部署到每台Web服务器节点。增加系统架构冗余，避免因单节点故障导致系统运行不稳定。
2. 部署系统Memcached服务监控脚本，确保缓存服务正常运行。加强日常巡检，关注系统各项指标变化，防患于未然。
3. 完善电能服务管理平台的应急处置方案，特别是针对特定情况下排查步骤进行完善，在非工作时间发生异常的情况下缩短业务恢复时间。
",,,1.24999999918509,74.9999999511056,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,按时,,,,,
275,677,64.0,,,2017-04-21 09:47:00,,2017-04-21 10:07:00,国网信通,防火墙,一级部署,,,4月21日09:47，国网信通调度监控发现总部外网网站、电子商务平台等外网网站系统监控状态异常，无法通过域名访问。10:07，各系统监控及访问恢复正常。,网络,外部原因,违规扫描,经查，故障原因为工程师于9:10监测到亦庄外网出口受到大量密码猜解攻击，准备登录亦庄出口IPS进行IP封禁，由于IPS黑名单策略条数有限，需将部分已封禁的IP地址转移至防火墙。在批量转移过程中，由于操作配置不当，封禁范围过大，导致业务无法访问。,运检中心调整防火墙策略后，系统恢复正常。,细化《国网信通公司防火墙策略配置管理办法》，明确规定防火墙策略调整时间必须在下班后进行。避免因策略配置问题对正常业务造成的影响。,,,0.333333333546761,20.0000000128057,,IMS监控,,,,,,,有,有,有,4月,,,,,是,,,,,有,link,按时,,,,,
276,678,65.0,,,2017-04-21 12:30:00,,2017-04-21 13:05:00,西北,内网网站,二级部署,,,4月21日12:30-13:05，国网信通调度监控发现国网西北分部内网网站系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问。,数据库软件,运行维护类原因,数据库端数据库连接数满,总部和所有分部的网管数据均发送至总部网管队列，且处理服务器达到处理瓶颈，数据过载时会造成数据不规律丢失。,由于西北分部反映自己无异常未提交处置过程,西北分部本地网管数据和JMS指标数据进行分离，将JMS指标数据发送至总部业务列队，将网管数据发送至总部网管列队。,,,0.583333334361669,35.0000000617001,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,按时,,,,,
277,679,66.0,,,2017-04-22 18:00:00,,2017-04-22 20:50:00,北京,多套系统,二级部署,,,4月22日18:00-20:50，国网信通调度监控发现国网北京公司ERP、ERP高级、电力交易2.0等3套系统监控状态异常。期间，ERP及ERP高级系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问；电力交易2.0系统URL探测中断，健康运行时长及在线用户数指标正常，系统无法访问。18:40，电力交易2.0系统指标恢复正常，系统访问恢复。19:55，ERP高级指标恢复正常。20:50，ERP系统指标恢复正常。,数据库软件,运行维护类原因,文件路径配置不合理,I6000系统的台账中修改了应用实例的名称之后，而I6000后台采集程序的对应配置文件却未对系统名称进行修改（包括BSWebservice.xml、ERPRawperfData.xml、ERPCodeData.txt、URLConfig.xml等几个文件的name字段），导致入库程序从I6000中读取到的系统名称与配置文件不一致，从而会造成无法将指标数据写入数据库，引起指标显示异常。,,,,,2.83333333436167,170.0000000617,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,按时,,,,,
278,680,67.0,,,2017-04-24 16:10:00,,2017-04-24 16:50:00,英大证券,ERP,二级部署,,,4月24日16:10-16:50，国网信通调度监控发现英大证券ERP（总部）系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断。,操作系统和集群,运行维护类原因,检修操作不当,经查是英大证券在IDS上报了临时检修，英大证券在检修未批复、开工未申请的情况下直接进行开工，导致系统故障。,,,,,0.666666667093523,40.0000000256114,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,超时,,,,,
279,681,68.0,,,2017-04-25 06:25:00,,2017-04-25 07:55:00,技术学院,财务管控,二级部署,,,4月25日06:25-07:45，国网信通调度监控发现国网技术学院财务管控系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测异常。系统可正常访问。,数据库软件,运行维护类原因,数据库表空间满,经查原因为数据库共享池空间不足，无法正常执行SQL语句，手动清除共享池缓存后恢复正常。,,,,,1.5,90.0,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,按时,,,,,
280,682,69.0,,,2017-04-26 12:15:00,,2017-04-26 14:15:00,山东电工电气,网络,二级部署,,,4月26日12:15，国网信通调度接山东电工电气集团有限公司上报，26日10:30，由于市政施工将联通光缆挖断，导致山东电工电气集团有限公司内外网中断。14:15，经联通公司熔接光缆后，网络恢复正常。,网络,外部原因,运营商网络问题,市政施工将联通光缆挖断,重新熔接,,,,1.99999999918509,119.999999951106,,IMS监控,,,,,,,有,有,无,4月,,,,,是,,,,,,link,按时,,,,,
281,683,70.0,,,2017-04-27 18:15:00,,2017-04-27 19:05:00,国网信通,直属内网门户,二级部署,,,4月27日18:15，国网信通调度监控发现国网信通公司企业门户无法登录，门户网站可正常打开。19:05，经运检中心应急处置后，系统登录恢复正常。,网络,外部原因,安全扫描,经查，故障原因为直属单位门户应用存在用户异常访问，造成门户应用节点产生大量独占线程，导致门户响应缓慢，通过重启门户应用服务释放系统资源后，系统恢复正常。目前已调整IPS安全策略，对异常访问进行封禁，避免此类问题再次发生；同时，将在后续项目中，优化直属单位门户系统架构，提升系统承载能力及稳定性。,运检中心逐个重启应用节点后，系统恢复正常。,研发access日志分析及监控工具，从应用层面对异常访问早发现、早定位。,,,0.833333332731854,49.9999999639113,,,,,,,,,有,有,有,4月,,,,,是,,,,,有,link,按时,,,,,
282,684,71.0,,,2017-05-01 09:00:00,,2017-05-01 09:35:00,北京,统一交换,二级部署,,,"5月1日09:00-09:35，国网信通调度监控发现国网北京公司统一交换系统监控状态异常。期间，系统健康运行时长指标中断（在线用户数及URL探测指标未纳入I6000系统监测）。具体原因正在核查。
",主机,运行维护类原因,应用节点配置不合理,统一数据交换平台系统指标提取是KPICollector通过定期去采集数据交换的基本信息加入缓存，当有客户端来请求指标数据时，统一数据交换平台系统I6000节点直接从缓存中获取指标数据并返回。通过对此次问题的对比和分析，发现注册表出现Disable Performance Couters项目，此项目影响KPICollector获取系统进程具体信息，从而在日志中会生成org.hyperic.sigar.SigarException:No such process类型信息，导致I6000节点无法从缓存中获取指标数据，导致KPI（KPICollector）获取进程失败、统一数据交换平台系统I6000节点（IMSAgent）获取指标异常，造成系统健康运行时长中断。由于KPI、I6000接口和应用服务分别单独部署，所以系统应用本身均运行正常，未影响用户使用,统负责人重新启动KPI（KPICollector）节点和统一数据交换平台系统I6000节点（IMSAgent）后系统恢复正常，9:35健康运行时长指标数据恢复正常。,"1． 对统一数据交换平台系统交互数据量进行详细的统计分析，关注纵向交换数据量对系统运行状态的影响，对系统的运行状态深度分析；
2． 项目组强化对服务器、中间件、数据库的巡检，并加强日常对注册表的监控，提前发现问题，解决问题。
3． 故障发现后，系统负责人应立即通知主机、网络等负责人进行问题分析及排查，并及时通知领导及相关责任部门，避免出现在处理问题过程中延误时间，影响故障处理速度。
",,,0.583333334361669,35.0000000617001,,,,,,,,,有,有,无,5月,,,,,是,,,,,,link,按时,,,,,
283,685,72.0,,,2017-05-02 07:20:00,,2017-05-02 08:05:00,龙江,营销应用,二级部署,,,"5月2日07:20-08:05，国网信通调度监控发现国龙江公司营销应用系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常，系统访问异常。具体原因正在核查。
",主机,软件设计缺陷原因,软件BUG,经查故障原因为X86主机数据库服务器使用的操作系统内核本身bug导致异常,,上报6月检修计划完成补丁升级,,,0.75,45.0,,,,,,,,,有,有,无,5月,,,,,是,,,,,,link,按时,,,,,
284,686,73.0,,,2017-05-02 08:55:00,,2017-05-02 17:10:00,国网人事部,干部管理,二级部署,,,5月2日08:55-17:10，国网信通调度监控发现总部干部管理系统（业务部门自主运维）监控状态异常。,无报告,,,,,,,,8.25,495.0,,,,,,,,,有,有,无,5月,,,,,是,,,,,,link,超时,,,,,
285,687,74.0,,,2017-05-05 01:25:00,,2017-05-05 04:02:00,客服中心,95598,一级部署,,,5月5日01:25，国网信通调度监控发现95598系统健康运行时长、在线用户数指标中断，URL探测正常。01:33，国网客服中心将业务受理功能切换至应急软电话；经应急处置后，2:55，95598系统健康运行时长、在线用户数指标恢复正常；04:02，核心业务系统告警消除；04:45，经国网客服中心验证所有核心业务功能恢复正常，坐席电话切换至原方式。,网络,运行维护类原因,检修操作不当,直接原因：业务支持系统双活建设方案中，新增SAN交换机方案存在缺陷，导致两条SAN链路丢失。1、建设方案审核不过关；2两票审核不严，未发现存在问题；3、检修监护过程中未及时发现问题。,完成检修回退操作。核心系统数据库初步恢复运行，完成其他数据库的恢复和验证，并逐步恢复非核心系统应用。所有数据库恢复正常运行，应用恢复正常，组织南北分中心座席进行业务验证,"1、加强业务支持系统建设方案管控，强化建设方案技术评审。
2、强化两票审核人员技术能力。
3、强化检修监护人员技术水平及应急处置能力。
",,,2.61666666716337,157.000000029802,,,,,,,,,有,有,有,5月,,,,,是,,,,,有,link,按时,,,,,
286,688,75.0,,,2017-05-09 16:25:00,,2017-05-09 20:30:00,国网信通,员工报销,二级部署,,,5月9日16:25，国网信通调度监控发现总部员工报销系统健康运行时长及在线用户数指标中断，URL探测异常，系统无法访问。17:35，URL探测恢复正常，经调度验证，系统可正常访问。20:30，经运检中心应急处置后，系统健康运行时长及在线用户数指标恢复正常。,数据库软件,软件设计缺陷原因,SQL语句不合理,经查，由于数据库查询SQL存在执行效率低和性能消耗的缺陷，导致操作系统SWAP资源消耗过大，导致服务器宕机。,重启SAP服务，恢复正常。,开展HA双机改造，同时更新应急预案,,,4.08333333354676,245.000000012806,,,,,,,,,有,有,有,5月,,,,,是,,,,,有,link,按时,,,,,
287,689,76.0,,,2017-05-14 19:10:00,,2017-05-14 22:10:00,国网信通,主数据,一级部署,,,5月14日19:10，国网信通调度监控发现主数据系统健康运行时长及在线用户数指标中断，URL探测正常，系统页面打开正常，登陆异常。22:10，经运检重启数据库服务器及应用节点后监控指标与登录恢复正常。,数据库软件,软件设计缺陷原因,数据库BUG,"经核实，系统耦合使用同一套数据库，经运检中心依次重启数据库服务器及应用节点后监控指标与登录恢复正常。经查，故障原因为oracle数据库BUG（编号7570453），导致数据库实例读写控制文件超时而异常关闭，进而导致指标中断。后续将通过升级数据库版本消缺。
",数据库集群异常，保留一个实例逐一关闭其他实例，重启异常节点后恢复正常。,完善应急预案，升级数据值11g以消除该版本存在的bug.,,,3.0,180.0,,,,,,,,,有,有,无,5月,,,,,是,,,,,有,link,按时,,,,,
288,690,77.0,,,2017-05-14 19:55:00,,2017-05-14 22:30:00,国网信通,数据管理,二级部署,,,5月14日19:55，国网信通调度监控发现数据管理服务平台系统健康运行时长及在线用户数指标中断，URL探测正常，系统可正常访问。22:30，经运检重启数据库服务器及应用节点后监控指标恢复正常。,数据库软件,软件设计缺陷原因,数据库BUG,"经核实，系统耦合使用同一套数据库，经运检中心依次重启数据库服务器及应用节点后监控指标与登录恢复正常。经查，故障原因为oracle数据库BUG（编号7570453），导致数据库实例读写控制文件超时而异常关闭，进而导致指标中断。后续将通过升级数据库版本消缺。
",数据库集群异常，保留一个实例逐一关闭其他实例，重启异常节点后恢复正常。,完善应急预案，升级数据值11g以消除该版本存在的bug.,,,2.58333333354676,155.000000012806,,,,,,,,,有,有,无,5月,,,,,是,,,,,有,link,按时,,,,,
289,691,78.0,,,2017-05-16 14:40:00,,2017-05-16 15:15:00,国网信通,内网门户,二级部署,,,5月16日14:40，国网信通调度监控发现总部门户系统在线用户数及健康运行时长指标中断，URL探测正常，门户可正常登录。15:15，经运检中心应急处置后，系统指标恢复正常。,主机,运行维护类原因,应用节点配置不合理,初步判断，故障原因为数据库服务器的swap使用率较高，服务器响应缓慢。根本原因为数据库服务器中的耦合数据库实例Sohdb实例中的国网青年用户会话数急剧增长，增长原因为国网青年网系统高频率执行全表扫描SQL语句引起,,总部内网门户主机上的三套数据库在故障期间的系统资源占用情况， 针对产生大量的会话连接数的SQL语句进行问题分析，对有问题的SQL语句反馈给业务部门督促进行整改工作。,,,0.583333334361669,35.0000000617001,,,,,,,,,有,有,无,5月,,,,,是,,,,,有,link,按时,,,,,
290,692,79.0,,,2017-05-22 06:30:00,,2017-05-22 07:45:00,国网信通,直属内网门户,二级部署,,,5月22日6:30-7:45，国网信通调度监控发现直属单位门户无法登录，门户网站可正常打开。7:45，经经运检中心应急处置后，门户登录恢复正常,操作系统和集群,设备日常损坏,主板故障,经查，故障原因为直属单位AC服务器为单点部署，故障发生时该服务器因主板故障宕机，导致系统无法登录，服务器重启完成后系统访问恢复正常。目前，已完成故障主板更换，同时为解决服务单点部署隐患已完成AC服务器应急环境搭建并纳入应急预案，后续将持续观察系统运行情况。,,,,,,,,,,,,,,,有,无,无,5月,,,,,是,,,,,有,link,按时,,,,,
